query	lat	lon	lat_min	lat_max	lon_min	lon_max
Flagler, FL	29.4844412	-81.2917415	29.261133	29.671087	-81.52366	-81.041923
Franklin, FL	29.8323143	-84.8239118	29.535953	30.013931	-85.246316	-84.255948
Gadsden, FL	30.5937346	-84.6389937	30.3880867	30.7115958	-84.933018	-84.282521
Gilchrist, FL	29.7131619	-82.7975172	29.562467	29.935479	-82.972962	-82.656263
Glades, FL	26.9328123	-81.1895983	26.768203	27.210881	-81.565931	-80.8702155
Gulf, FL	29.9665252	-85.2175889	29.603548	30.201385	-85.474996	-85.017954
Hamilton, FL	30.5232289	-82.9763531	30.317237	30.6343979	-83.3098043	-82.645478
Hardee, FL	27.4856349	-81.8196804	27.336709	27.6466538	-82.055753	-81.563302
Hendry, FL	26.597094	-81.1520667	26.2531235	26.958919	-81.566303	-80.8797179
Hernando, FL	28.5710156	-82.4605068	28.43329	28.694859	-82.778437	-82.054469
Highlands, FL	27.3513186	-81.3615717	27.032288	27.6466538	-81.56409	-80.941808
Hillsborough, FL	27.9184543	-82.3488057	27.57055	28.173379	-82.823669	-82.054012
Holmes, FL	30.8918676	-85.8138207	30.702975	30.996931	-86.037772	-85.497992
Indian River, FL	27.7041555	-80.5894422	27.556737	27.861362	-80.881172	-80.263543
Jackson, FL	30.8013861	-85.2063186	30.564336	31.000968	-85.600291	-84.8580774
Jefferson, FL	30.3949531	-83.9326576	30.012225	30.672127	-84.076234	-83.604121
Lafayette, FL	29.9978185	-83.2221527	29.820684	30.260676	-83.37089	-82.875284
Lake, FL	28.7006859	-81.78994	28.3443725	29.2767866	-81.957641	-81.349643
Lee, FL	26.5999265	-81.8823135	26.316129	26.789551	-82.33504	-81.56218
Leon, FL	30.4683062	-84.2549068	30.273438	30.6853308	-84.715366	-83.977165
Levy, FL	29.3008632	-82.7824592	28.914529	29.591374	-83.239859	-82.4032148
Liberty, FL	30.2506943	-84.8955989	29.971988	30.606311	-85.152987	-84.542873
Madison, FL	30.4514352	-83.4524524	30.26011	30.6512414	-83.821913	-83.1711961
Manatee, FL	27.5213933	-82.3801566	27.207769	27.64668	-82.823029	-82.054349
Marion, FL	29.2182454	-82.0626948	28.9597986	29.521678	-82.5359526	-81.6389336
Martin, FL	27.0673711	-80.3994412	26.9563215	27.2638453	-80.885639	-80.022754
Miami-Dade, FL	25.6364246	-80.4989467	25.13735	25.9791962	-80.8736	-80.042754
Monroe, FL	25.0405135	-80.8337157	24.396308	25.8052273	-82.987477	-80.150247
Nassau, FL	30.6624329	-81.7707334	30.273337	30.8301966	-82.050429	-81.346358
Okaloosa, FL	30.6765961	-86.6037748	30.325354	30.99698	-86.800554	-86.388515
Okeechobee, FL	27.3923408	-80.8873655	26.958919	27.643238	-81.213717	-80.677356
Orange, FL	28.495156	-81.3111658	28.346742	28.786278	-81.658619	-80.8631553
Osceola, FL	28.0443842	-81.1437541	27.64199	28.348521	-81.6570871	-80.8624236
Palm Beach, FL	26.6279798	-80.4494174	26.3206768	26.9709235	-80.886232	-79.974306
Pasco, FL	28.2996183	-82.4522702	28.1699321	28.478837	-82.908311	-82.054694
Pinellas, FL	27.8778904	-82.7329309	27.610273	28.173346	-82.908909	-82.540618
Polk, FL	27.9448537	-81.7268789	27.643238	28.361868	-82.106236	-81.131044
Putnam, FL	29.6266155	-81.7230549	29.32443	29.840176	-82.056151	-81.433583
Santa Rosa, FL	30.6964502	-87.0097524	30.318724	30.9995925	-87.313838	-86.785692
Sarasota, FL	27.3364347	-82.5306527	27.2931077	27.3891533	-82.5889096	-82.4787116
Seminole, FL	28.7225829	-81.2353683	28.6105084	28.879227	-81.4597364	-80.986985
St. Johns, FL	29.9032284	-81.4145468	29.622432	30.252941	-81.690469	-81.150817
St. Lucie, FL	27.3900897	-80.457904	27.205584	27.558714	-80.68	-80.138049
Sumter, FL	28.6689748	-82.076402	28.305265	28.96053	-82.311697	-81.9533883
Suwannee, FL	30.2101192	-82.9873377	29.8821962	30.442871	-83.253356	-82.758583
Taylor, FL	30.0926733	-83.6377926	29.628697	30.30439	-83.999883	-83.3189635
Union, FL	30.044304	-82.3954479	29.919923	30.143117	-82.576143	-82.137858
Volusia, FL	29.0533409	-81.1310761	28.6129972	29.432462	-81.680903	-80.663461
Wakulla, FL	30.1480038	-84.3543512	29.95805	30.303501	-84.738028	-84.075455
Walton, FL	30.6204939	-86.1912678	30.21309	30.994553	-86.397504	-85.844236
Washington, FL	30.6009343	-85.6762025	30.389657	30.830552	-85.993351	-85.43226
Appling, GA	33.5459683	-82.3159572	33.5259683	33.5659683	-82.3359572	-82.2959572
Atkinson, GA	31.3030105	-82.8839362	31.183342	31.420584	-83.140892	-82.629005
Bacon, GA	40.220905	-81.7754053	40.200905	40.240905	-81.7954053	-81.7554053
Baker, GA	30.3143459	-82.2847163	30.136449	30.584267	-82.459793	-82.048816
Baldwin, GA	30.2407942	-87.7482269954235	30.2407515	30.240837	-87.7482784	-87.7481756
Banks, GA	45.6185986	-123.1143011	45.608896	45.622148	-123.116996	-123.103425
Barrow, GA	53.1369182	-7.2796886	53.1367128	53.1369182	-7.281084	-7.2784816
Bartow, GA	53.8163872	13.3456043	53.7963469	53.8488787	13.281261	13.3970076
Ben Hill, GA	35.9506315	-92.8701691	35.9505815	35.9506815	-92.8702191	-92.8701191
Berrien, GA	41.9838614	-86.3985714	41.7595495	42.2434987	-86.8254277	-86.2228021
Bibb, GA	32.8095879	-83.694562	32.660643	32.9528742	-83.89205	-83.48943
Bleckley, GA	32.4305311	-83.3311795	32.272064	32.584201	-83.498089	-83.138991
Brantley, GA	31.5823832	-86.2571786	31.567809	31.596704	-86.274071	-86.239846
Brooks, GA	26.9879856	-98.2071041	26.7809771	27.2652863	-98.5366717	-97.9844518
Bryan, GA	30.6743643	-96.3699632	30.5846018	30.7315157	-96.4592491	-96.2458901
Bulloch, GA	32.4380721	-81.762407	32.4380221	32.4381221	-81.762457	-81.762357
Burke, GA	48.7882181	-102.5295867	48.54562	48.999329	-102.9400079	-102.022865
Butts, GA	52.7601194	-2.0104014	52.7600694	52.7601694	-2.0104514	-2.0103514
Calhoun, GA	42.3080272	-85.249317	42.3078988	42.3080967	-85.250897	-85.248392
Camden, GA	39.8553025	-75.0602525	39.8549152	39.8553025	-75.0602525	-75.0599279
Candler, GA	34.2103823	-83.781285	34.1903823	34.2303823	-83.801285	-83.761285
Carroll, GA	33.52788745	-84.9250509814378	33.5278645	33.5279101	-84.9250711	-84.9250309
Catoosa, GA	36.188987	-95.745817	36.1548	36.249493	-95.815398	-95.717404
Charlton, GA	51.4826053	0.0365359	51.4626053	51.5026053	0.0165359	0.0565359
Chatham, GA	32.140799	-81.2041286	32.1386677	32.140799	-81.2041483	-81.2041286
Chattahoochee, GA	32.3396275	-84.991955	32.3392568	32.3410812	-84.9931729	-84.9902504
Chattooga, GA	34.4620931	-85.3660518	34.285606	34.58913	-85.527261	-85.109032
Cherokee, GA	31.8390826	-95.1791849	31.4258707	32.1379741	-95.4608052	-94.8658815
Clarke, GA	41.0152092	-93.7842976	40.896118	41.1621848	-94.015121	-93.5575611
Clay, GA	39.1245058	-94.589052	39.1153942	39.1328824	-94.5932318	-94.5879483
Clayton, GA	33.6423595	-84.4221653	33.6419564	33.6427337	-84.422393	-84.4217339
Clinch, GA	29.5744127	-82.3920493	29.5544127	29.5944127	-82.4120493	-82.3720493
Cobb, GA	33.9149416	-84.5149394	33.9117942	33.9184546	-84.5153441	-84.514178
Coffee, GA	31.3629619	-85.9870669	31.182364	31.619566	-86.1963039	-85.788727
Colquitt, GA	31.1712947	-84.7336278	31.151297	31.224525	-84.757598	-84.6882972
Columbia, GA	30.417983	-82.624118	30.417983	30.421101	-82.624305	-82.624118
Cook, GA	41.6261834	-87.7447118020337	41.6257005	41.6266272	-87.7457818	-87.7431256
Coweta, GA	35.9517674	-95.650814	35.91572	36.031375	-95.760964	-95.578692
Crawford, GA	44.6769346	-84.6237147	44.5071935	44.8584584	-84.8508618	-84.3705988
Crisp, GA	42.8853005	-86.0803214	42.8653005	42.9053005	-86.1003214	-86.0603214
Dade, GA	25.9130684	-80.2776621	25.9127909	25.913191	-80.2777855	-80.2773436
Dawson, GA	32.7410762	-101.9576048	32.5231401	32.9619871	-102.2084353	-101.688577
Decatur, GA	34.6240205	-87.0579187281271	34.619924	34.627961	-87.058515	-87.052116
DeKalb, GA	33.8784649	-84.3010793	33.8780404	33.8787819	-84.3020621	-84.2997635
Dodge, GA	32.221047	-83.126311	32.2207767	32.2212245	-83.1270827	-83.1252241
Dooly, GA	54.7694364	-7.4042264	54.7594364	54.7794364	-7.4142264	-7.3942264
Dougherty, GA	42.9221925	-93.0421421	42.9183342	42.9257068	-93.0463852	-93.0250418
Douglas, GA	38.956913	-95.075061	38.956901	38.956924	-95.07511	-95.075005
Early, GA	31.742096	-98.9456052	31.7298035	31.7605905	-98.9717699	-98.9023169
Echols, GA	31.6859994	-96.637486	31.6659994	31.7059994	-96.657486	-96.617486
Effingham, GA	39.0520902	-88.6029006	38.910877	39.215851	-88.807724	-88.3606244
Elbert, GA	39.3138822	-104.0868973	38.8648799	39.5666607	-104.6632378	-103.7103516
Emanuel, GA	14.5565128	-90.7378204	14.5564628	14.5565628	-90.7378704	-90.7377704
Evans, GA	40.3763701	-104.6921874	40.319117	40.392409	-104.803408	-104.67762
Fannin, GA	33.5372542	-96.0902822	33.3410621	33.8861298	-96.3845405	-95.8434712
Fayette, GA	47.4683265	-0.5501678	47.4682765	47.4683765	-0.5502178	-0.5501178
Floyd, GA	34.0266015	-101.2765537	33.8304464	34.3125441	-101.5649703	-101.0411956
Forsyth, GA	46.3339886	-87.3954333	46.3339886	46.336783	-87.3954333	-87.3947978
Franklin, GA	39.9416298	-83.0337376800145	39.941204	39.9420341	-83.0344093	-83.0332267
Fulton, GA	33.7770461	-84.5246658	33.7763923	33.7785735	-84.5254508	-84.5235576
Gilmer, GA	32.7312256	-94.9469309	32.6908277	32.7590652	-94.96785	-94.9205608
Glascock, GA	33.2168832	-82.6112005	33.118896	33.32727	-82.755846	-82.431957
Glynn, GA	52.3640652	-6.58086212369894	52.3487129	52.3791838	-6.6199203	-6.5443733
Gordon, GA	31.1412918	-85.0965965	31.131682	31.16132	-85.116618	-85.075132
Grady, GA	34.08105405	-91.6960185981061	34.0686673	34.0922855	-91.7224361	-91.6828658
Greene, GA	37.2473818	-93.3892243	37.246872	37.2473818	-93.39008	-93.3892243
Gwinnett, GA	33.9566869	-84.0227467	33.752808	34.167873	-84.277093	-83.799104
Habersham, GA	33.8792694	-84.2396434	33.8592694	33.8992694	-84.2596434	-84.2196434
Hall, GA	42.61946	-7.863112	41.8073642	43.790422	-9.3015367	-6.7339533
Hancock, GA	44.4467409	-68.365469	44.4466991	44.4467409	-68.3667146	-68.365469
Haralson, GA	33.2265099	-84.5713164	33.219665	33.237985	-84.577803	-84.557441
Harris, GA	29.6562656	-95.0283626	29.6562561	29.6562762	-95.0292646	-95.0274957
Hart, GA	30.329689	-81.7893546	30.329639	30.329739	-81.7894046	-81.7893046
Heard, GA	-53.0780659	73.529198153343	-53.1949116	-52.9612903	73.2512342	73.8767533
Henry, GA	30.390174	-81.4236255	30.3826658	30.3992034	-81.4329599	-81.415438
Houston, GA	29.6450674	-95.2855096	29.6359673	29.6521743	-95.2856575	-95.2845682
Irwin, GA	-29.34027475	115.054169904471	-29.702509	-28.978773	114.7840571	115.264647
Jackson, GA	42.2584187	-84.4672476	42.2580183	42.2590247	-84.4675758	-84.4670307
Jasper, GA	52.8395307	-118.062795071667	52.8394078	52.8396381	-118.0629816	-118.0626035
Jeff Davis, GA	30.7018281	-104.1501698	30.412167	31.1052228	-104.9795527	-103.4399614
Jefferson, GA	47.8663106	-122.643578	47.8662606	47.8663606	-122.643628	-122.643528
Jenkins, GA	46.646074	-94.3347171	46.6240287	46.6750267	-94.3459394	-94.3097869
Johnson, GA	38.8491076	-94.7384249	38.8491048	38.849113	-94.7402509	-94.7368691
Jones, GA	32.7519468	-97.3258504	32.7518968	32.7519968	-97.3259004	-97.3258004
Lamar, GA	33.6383552	-95.582343	33.376881	33.9435753	-95.857831	-95.3087298
Lanier, GA	32.1299246	-81.5367784	32.1099246	32.1499246	-81.5567784	-81.5167784
Laurens, GA	34.5016964	-81.9959829	34.5016154	34.5017774	-81.9961744	-81.9957914
Lee, GA	34.2785359	-88.7686247	34.2764872	34.2787486	-88.769953	-88.7685955
Liberty, GA	34.8709595	-82.351489175688	34.8707578	34.8712005	-82.3516843	-82.3513665
Lincoln, GA	39.1061765	-108.3928366	39.1061517	39.1061907	-108.4038214	-108.3788565
Long, GA	42.61946	-7.863112	41.8073642	43.790422	-9.3015367	-6.7339533
Lowndes, GA	30.9621714	-83.2168536932331	30.9620825	30.9623011	-83.2169998	-83.2167526
Lumpkin, GA	32.0509895	-84.7990901	32.0267996	32.0590888	-84.8297213	-84.751034
Macon, GA	39.8333574	-88.8637186	39.8303264	39.8397625	-88.876046	-88.8495055
Madison, GA	38.529822	-78.435958	38.529159	38.53024	-78.4368329	-78.435364
Marion, GA	39.7666809	-86.1543252	39.7666309	39.7667309	-86.1543752	-86.1542752
McDuffie, GA	33.4631845	-82.4830204	33.310875	33.659994	-82.649705	-82.294334
McIntosh, GA	46.1097938	-99.4243411	45.939944	46.2830276	-99.881958	-99.0031291
Meriwether, GA	33.0373582	-84.6717803	32.3373582	33.7373582	-85.3717803	-83.9717803
Miller, GA	42.3072874	-83.1561716745044	42.3071228	42.3074951	-83.1563486	-83.156026
Mitchell, GA	39.4802704	-98.3641508	39.4802704	39.4803526	-98.3769037	-98.3581502
Monroe, GA	43.1167334	-77.6658498	43.1166377	43.1169218	-77.6660007	-77.6658136
Montgomery, GA	32.370606	-86.3649888	32.370606	32.3754276	-86.3659658	-86.3615982
Morgan, GA	38.8924503	-76.8676539	38.8924003	38.8925003	-76.8677039	-76.8676039
Murray, GA	40.35065125	-74.6499054308116	40.3504834	40.3508093	-74.650207	-74.6496294
Muscogee, GA	32.4515322	-84.9515977	32.4315322	32.4715322	-84.9715977	-84.9315977
Newton, GA	38.9336065	-76.9938558	38.9335565	38.9336565	-76.9939058	-76.9938058
Oconee, GA	39.2855984	-89.1075792	39.280837	39.290378	-89.112397	-89.100134
Oglethorpe, GA	32.293769	-84.0610191	32.2816063	32.307034	-84.0786849	-84.044138
Paulding, GA	41.1381051	-84.5805082	41.120749	41.164952	-84.602686	-84.563813
Peach, GA	32.7915067	-95.1947273	32.7715067	32.8115067	-95.2147273	-95.1747273
Pickens, GA	34.4630619	-84.4682402	34.373266	34.563965	-84.654854	-84.256767
Pierce, GA	47.0740003	-122.423899174973	47.0737586	47.0742336	-122.4242475	-122.4236251
Pike, GA	24.9089665	67.1773137	24.9064369	24.9121768	67.1736325	67.1786906
Polk, GA	41.5367503	-93.6488765	41.5355613	41.5371444	-93.649899	-93.6488743
Pulaski, GA	34.9209841	-92.1263808	34.9172953	34.9216217	-92.1274863	-92.1199856
Putnam, GA	36.1778051	-85.4770619502974	36.1775235	36.1780868	-85.4771333	-85.4769906
Quitman, GA	32.7957722	-95.4518285	32.776814	32.810664	-95.461874	-95.420374
Rabun, GA	31.0268474	-87.7249908	31.0068474	31.0468474	-87.7449908	-87.7049908
Randolph, GA	38.0472916	-89.8107962	37.8030275	38.222843	-90.2069278	-89.593811
Richmond, GA	51.4204918	-0.2866333	51.4204418	51.4205418	-0.2866833	-0.2865833
Rockdale, GA	33.6286479	-84.1731607	33.6285979	33.6286979	-84.1732107	-84.1731107
Schley, GA	32.2478949	-84.3175516	31.5478949	32.9478949	-85.0175516	-83.6175516
Screven, GA	31.4864151	-82.0167321	31.471903	31.496031	-82.031226	-82.003094
Seminole, GA	32.71746345	-102.640572658255	32.7169212	32.7179754	-102.6410404	-102.640128
Spalding, GA	52.7874935	-0.1516271	52.7498026	52.8233209	-0.2098342	-0.1032515
Stephens, GA	-32.8043109	151.8375459	-32.8050437	-32.8011111	151.837243	151.8381936
Stewart, GA	36.554494	-87.6986287	36.534494	36.574494	-87.7186287	-87.6786287
Sumter, GA	33.9844257	-80.4633098	33.981057	33.9849595	-80.4667859	-80.4613571
Talbot, GA	45.5105258	-87.5976197	45.4905258	45.5305258	-87.6176197	-87.5776197
Taliaferro, GA	37.14446815	-93.228479947793	37.1435509	37.1453939	-93.231146	-93.225095
Tattnall, GA	48.6272234	-107.5428686	48.6172234	48.6372234	-107.5528686	-107.5328686
Taylor, GA	36.2978137	-82.295057549757	36.2977033	36.2979211	-82.2952501	-82.2948647
Telfair, GA	29.5889259	-95.6523292802977	29.5717667	29.6059991	-95.6651399	-95.6405426
Terrell, GA	30.1990738	-102.0974881	29.77909	30.6583558	-102.5669768	-101.64626
Thomas, GA	42.3385627	-71.1660729249837	42.3383863	42.3389864	-71.1664859	-71.1659226
Tift, GA	31.752049	54.217422	31.712049	31.792049	54.177422	54.257422
Toombs, GA	34.3906517	-83.6726163	34.3899998	34.3911524	-83.6729539	-83.6722811
Towns, GA	32.0056876	-82.7536605	31.9856876	32.0256876	-82.7736605	-82.7336605
Treutlen, GA	32.396098	-82.5666186	32.2936446	32.5125274	-82.748742	-82.3821493
Troup, GA	33.0237625	-85.0254022	32.3237625	33.7237625	-85.7254022	-84.3254022
Turner, GA	44.9109489	-123.0007306	44.9098685	44.9116332	-123.0015969	-123.0001461
Twiggs, GA	33.3862519	-81.880392	33.3662519	33.4062519	-81.900392	-81.860392
Union, GA	14.9662736	-89.2904492	14.9262736	15.0062736	-89.3304492	-89.2504492
Upson, GA	46.3687674	-90.4070821	46.3487674	46.3887674	-90.4270821	-90.3870821
Walker, GA	5.6084795	-0.2399041	5.6084295	5.6085295	-0.2399541	-0.2398541
Walton, GA	30.6204939	-86.1912678	30.21309	30.994553	-86.397504	-85.844236
Ware, GA	51.8103288	-0.0328751	51.7703288	51.8503288	-0.0728751	0.0071249
Warren, GA	38.961552	-78.041325	38.960458	38.962618	-78.0422469	-78.040492
Washington, GA	46.8436834	-123.1390912	46.8236834	46.8636834	-123.1590912	-123.1190912
Wayne, GA	42.4066802	-83.0071711	42.4033626	42.4100676	-83.0082487	-83.0061341
Webster, GA	42.5480863	-94.1826973	42.5480251	42.5485681	-94.1830373	-94.1822048
Wheeler, GA	35.3921902	-100.2632764	35.182732	35.61968	-100.5400394	-100.0002774
White, GA	51.5151383	-0.0688349	51.5150883	51.5151883	-0.0688849	-0.0687849
Whitfield, GA	40.335806	-76.0045870142141	40.327233	40.3444125	-76.0190999	-75.9898398
Wilcox, GA	31.9523021	-87.3005169	31.827288	32.2692024	-87.6678736	-86.8553319
Wilkes, GA	45.5411904	-122.5047022	45.5264182	45.5661536	-122.5169184	-122.4720252
Wilkinson, GA	37.8278818	-81.9976246	37.8078818	37.8478818	-82.0176246	-81.9776246
Worth, GA	32.8193532	-97.3565276	32.8176082	32.8227891	-97.3599116	-97.3536724
Ada, ID	43.4136539	-116.2367421	43.113285	43.808651	-116.51413	-115.973854
Adams, ID	44.8677448	-116.4572399	44.444454	45.268049	-116.8990673	-116.089493
Bannock, ID	42.6936188	-112.2506044	42.255772	43.0224426	-112.750366	-111.8806
Bear Lake, ID	42.2172123	-111.3198808	41.999518	42.603291	-111.634201	-111.0466799
Benewah, ID	47.2162961	-116.6654616	47.022039	47.414936	-117.040019	-116.32412
Bingham, ID	43.1881598	-112.3598354	42.861546	43.627159	-113.012184	-111.585968
Blaine, ID	43.3336455	-113.8808311	42.616329	43.992978	-114.996569	-113.006737
Boise, ID	43.6166163	-116.200886	43.509398	43.6920633	-116.365683	-116.09419
Bonner, ID	48.2663565	-116.5952716	47.8887254	48.8470723	-117.0422111	-116.0486676
Bonneville, ID	43.3993844	-111.4752257	43.0193832	43.626905	-112.519966	-111.043997
Boundary, ID	48.7846346	-116.4339511	48.5005872	49.0008447	-117.0324281	-116.0489699
Butte, ID	43.6989304	-113.2210324	43.28487	44.234394	-113.7980309	-112.691925
Camas, ID	43.4064019	-114.8070143	43.198421	43.858611	-115.086678	-114.377724
Canyon, ID	43.6435692	-116.7017144	43.286682	43.882572	-117.0268707	-116.471222
Caribou, ID	42.780196	-111.6052607	42.415276	43.023796	-112.142525	-111.043564
Cassia, ID	42.2219306	-113.5777087	41.9880759	42.680672	-114.2866831	-113.001869
Clark, ID	44.2761996	-112.361997	43.971733	44.571678	-112.993591	-111.6171362
Clearwater, ID	46.7108188	-115.658248	46.2654335	46.9345035	-116.45665	-114.594756
Custer, ID	44.2339362	-114.2286662	43.568818	44.879122	-115.301704	-113.315689
Elmore, ID	43.3073766	-115.5411027	42.768101	44.098685	-116.264893	-114.971258
Franklin, ID	42.1093652	-111.8203389	41.9978094	42.431202	-112.124512	-111.507126
Fremont, ID	44.2309391	-111.4218314	43.88344	44.754954	-112.15728	-111.047105
Gem, ID	44.0123019	-116.3846609	43.807087	44.507271	-116.712082	-116.151253
Gooding, ID	43.0031041	-114.8286924	42.650406	43.200115	-115.087486	-114.590729
Idaho, ID	45.7680684	-115.5160723	45.108719	46.671142	-116.7921043	-114.320303
Jefferson, ID	43.8010248	-112.3498022	43.623337	44.059368	-112.695724	-111.6261395
Jerome, ID	42.702266	-114.2867043	42.4977273	42.851349	-114.617004	-113.930817
Kootenai, ID	47.654857	-116.7162916	47.3660605	47.9915469	-117.042657	-116.322395
Latah, ID	46.8171611	-116.693441	46.5436766	47.130821	-117.0398617	-116.32608
Lemhi, ID	44.9321886	-113.852998	44.229866	45.705977	-114.820115	-112.812462
Lewis, ID	46.2651949	-116.4050453	45.99131	46.470894	-116.718857	-116.0123807
Lincoln, ID	43.0138672	-114.1650584	42.764683	43.200653	-114.592766	-113.714867
Madison, ID	43.7740801	-111.6304151	43.6220163	43.931709	-111.977257	-111.399719
Minidoka, ID	42.844092	-113.6059588	42.520424	43.198196	-113.932091	-113.411301
Nez Perce, ID	46.3959861	-116.8072307	45.8527135	46.631767	-117.062785	-116.360313
Oneida, ID	42.1628627	-112.5703083	41.997244	42.502979	-113.003433	-112.072746
Owyhee, ID	42.4677336	-116.1590085	41.996025	43.6811373	-117.027001	-115.035896
Payette, ID	44.0374651	-116.7651123	43.792583	44.1551786	-116.9826555	-116.449333
Power, ID	42.6769078	-112.8869775	42.3275388	43.113441	-113.243538	-112.3795205
Shoshone, ID	47.305486	-115.9583164	46.930714	48.0677235	-116.3299725	-114.958793
Teton, ID	43.7647107	-111.2081469	43.501135	43.986777	-111.4007542	-111.045474
Twin Falls, ID	42.5704456	-114.4602554	42.512526	42.60642	-114.515916	-114.379026
Valley, ID	44.7475094	-115.5978843	44.150047	45.218002	-116.214165	-114.694126
Washington, ID	44.3986887	-116.7400859	44.152878	44.8405025	-117.2430324	-116.300926
Adams, IL	39.9787786	-91.2110065	39.756645	40.2003599	-91.5130518	-90.910461
Alexander, IL	37.1801529	-89.3502834	36.9701313	37.335838	-89.5207101	-89.1330128
